,Index,Title,Link,DatePublished,negative,neutral,positive,compound,sentiment
1291,1291,Safety First,https://www.capitalethiopia.com/2019/12/09/safety-first-3/,12-09-2019,0.254,0.577,0.169,-0.7506,negative
1292,1292,Easier trade between African countries to help women,https://www.capitalethiopia.com/2019/12/09/easier-trade-between-african-countries-to-help-women/,12-09-2019,0.018,0.814,0.169,0.9879,positive
1293,1293,Expo 2020 Uniting the world in optimism for a better future,https://www.capitalethiopia.com/2019/12/09/expo-2020-uniting-the-world-in-optimism-for-a-better-future/,12-09-2019,0.0,0.763,0.237,0.9976,positive
1294,1294,Hoping for dawn,https://www.capitalethiopia.com/2019/12/09/hoping-for-dawn/,12-09-2019,0.095,0.741,0.163,0.9398,positive
1295,1295,Partnership to scale up management and leadership development,https://www.capitalethiopia.com/2019/12/09/partnership-to-scale-up-management-and-leadership-development/,12-09-2019,0.015,0.807,0.178,0.9893,positive
1296,1296,Indian Embassy Celebrates new building by planting trees,https://www.capitalethiopia.com/2019/12/09/indian-embassy-celebrates-new-building-by-planting-trees/,12-09-2019,0.0,0.841,0.159,0.9531,positive
1297,1297,Major concerns with govt building projects report finds,https://www.capitalethiopia.com/2019/12/02/major-concerns-with-govt-building-projects-report-finds/,12-02-2019,0.091,0.815,0.094,0.2732,positive
1298,1298,Chinese investor establishes e-trading in Ethiopia,https://www.capitalethiopia.com/2019/12/02/chinese-investor-establishes-e-trading-in-ethiopia/,12-02-2019,0.0,0.859,0.141,0.9885,positive
1299,1299,Huge role for new sugar board,https://www.capitalethiopia.com/2019/12/02/huge-role-for-new-sugar-board/,12-02-2019,0.026,0.839,0.135,0.9931,positive
1300,1300,Awash responds to NBE move by lowering interest rates,https://www.capitalethiopia.com/2019/12/02/awash-responds-to-nbe-move-by-lowering-interest-rates/,12-02-2019,0.058,0.718,0.224,0.9967,positive
1301,1301,Cepheus Capital invests in Tabor ceramics,https://www.capitalethiopia.com/2019/12/02/cepheus-capital-invests-in-tabor-ceramics/,12-02-2019,0.005,0.81,0.185,0.9918,positive
1302,1302,ENLN forum unleashes nutrition potential,https://www.capitalethiopia.com/2019/12/02/enln-forum-unleashes-nutrition-potential/,12-02-2019,0.061,0.758,0.182,0.9877,positive
1303,1303,"Somaliland, migrant consolation prize for Middle East dreams",https://www.capitalethiopia.com/2019/12/02/somaliland-migrant-consolation-prize-for-middle-east-dreams/,12-02-2019,0.123,0.767,0.11,-0.9349,negative
1304,1304,EnDev new phase for Energizing Ethiopia project,https://www.capitalethiopia.com/2019/12/02/endev-new-phase-for-energizing-ethiopia-project/,12-02-2019,0.016,0.749,0.235,0.9973,positive
1305,1305,Ethiopia is set to launch the very first micro-satellite,https://www.capitalethiopia.com/2019/11/25/ethiopia-is-set-to-launch-the-very-first-micro-satellite/,11-25-2019,0.046,0.687,0.267,0.9246,positive
1306,1306,NBE repeals controversial bond bill,https://www.capitalethiopia.com/2019/11/25/nbe-repeals-controversial-bond-bill/,11-25-2019,0.067,0.816,0.117,0.989,positive
1307,1307,Beer hoarding spikes before excise tax ratification,https://www.capitalethiopia.com/2019/11/25/beer-hoarding-spikes-before-excise-tax-ratification/,11-25-2019,0.077,0.824,0.099,0.7717,positive
1308,1308,Prosperity Party launches,https://www.capitalethiopia.com/2019/11/25/prosperity-party-launches/,11-25-2019,0.07,0.703,0.228,0.9794,positive
1309,1309,Global Business Forum Africa 2019 concludes with call to bolster UAE-African...,https://www.capitalethiopia.com/2019/11/25/global-business-forum-africa-2019-concludes-with-call-to-bolster-uae-african-economic-ties/,11-25-2019,0.003,0.812,0.185,0.9974,positive
1310,1310,Berbera Ports targets 30pct of Ethiopian Cargo,https://www.capitalethiopia.com/2019/11/25/berbera-ports-targets-30pct-of-ethiopian-cargo/,11-25-2019,0.02,0.878,0.103,0.9657,positive
1311,1311,Net & Com introduces new technological futures,https://www.capitalethiopia.com/2019/11/25/net-com-introduces-new-technological-futures/,11-25-2019,0.033,0.761,0.206,0.9941,positive
1312,1312,UNCTAD 2019 Least Developed Countries,https://www.capitalethiopia.com/2019/11/25/unctad-2019-least-developed-countries/,11-25-2019,0.155,0.782,0.063,-0.9871,negative
1313,1313,Workshop advances food fortification,https://www.capitalethiopia.com/2019/11/25/workshop-advances-food-fortification/,11-25-2019,0.029,0.737,0.234,0.995,positive
1314,1314,Donkeys face population collapse due to skin trade,https://www.capitalethiopia.com/2019/11/25/donkeys-face-population-collapse-due-to-skin-trade/,11-25-2019,0.218,0.72,0.062,-0.9988,negative
1315,1315,Ethiopian banks can come to Somaliland,https://www.capitalethiopia.com/2019/11/25/ethiopian-banks-can-come-to-somaliland/,11-25-2019,0.029,0.846,0.125,0.9913,positive
1316,1316,The Investment Methods New Generations May Favor,https://www.capitalethiopia.com/2019/11/25/the-investment-methods-new-generations-may-favor/,11-25-2019,0.022,0.736,0.242,0.9975,positive
1317,1317,Trade Ministry promises prosecution against immoral exporters,https://www.capitalethiopia.com/2019/11/18/trade-ministry-promises-prosecution-against-immoral-exporters/,11-18-2019,0.083,0.858,0.06,-0.8519,negative
1318,1318,Database to weed out fake degrees,https://www.capitalethiopia.com/2019/11/18/database-to-weed-out-fake-degrees/,11-18-2019,0.116,0.76,0.124,-0.0,neutral
1319,1319,Hijra Bank to open for business,https://www.capitalethiopia.com/2019/11/18/hijra-bank-to-open-for-business/,11-18-2019,0.013,0.686,0.301,0.9979,positive
1320,1320,USAID partners with Ethiopia for better health,https://www.capitalethiopia.com/2019/11/18/usaid-partners-with-ethiopia-for-better-health/,11-18-2019,0.014,0.808,0.179,0.9925,positive
1321,1321,ECA to regulate new telecom fees,https://www.capitalethiopia.com/2019/11/18/eca-to-regulate-new-telecom-fees/,11-18-2019,0.025,0.759,0.215,0.9911,positive
1322,1322,United profits up 55%,https://www.capitalethiopia.com/2019/11/18/united-profits-up-55/,11-18-2019,0.029,0.836,0.134,0.9922,positive
1323,1323,"USAID supports land survey, consultancy",https://www.capitalethiopia.com/2019/11/18/usaid-supports-land-survey-consultancy/,11-18-2019,0.0,0.797,0.203,0.9939,positive
1324,1324,Bogalech Gebre 1960-2019 a woman of action,https://www.capitalethiopia.com/2019/11/11/bogalech-gebre-1960-2019-a-woman-of-action/,11-11-2019,0.109,0.711,0.18,0.9584,positive
1325,1325,"Trump holds talks with Foreign Ministers of Ethiopia, Egypt, Sudan",https://www.capitalethiopia.com/2019/11/11/trump-holds-talks-with-foreign-ministers-of-ethiopia-egypt-sudan/,11-11-2019,0.064,0.756,0.181,0.9902,positive
1326,1326,Total supports durable access to safe drinking water in Southern Ethiopia,https://www.capitalethiopia.com/2019/11/11/total-supports-durable-access-to-safe-drinking-water-in-southern-ethiopia/,11-11-2019,0.025,0.745,0.23,0.9808,positive
1327,1327,"New taxi app service seeks to empower women, disabled",https://www.capitalethiopia.com/2019/11/11/new-taxi-app-service-seeks-to-empower-women-disabled/,11-11-2019,0.034,0.766,0.199,0.9888,positive
1328,1328,100 years for kids,https://www.capitalethiopia.com/2019/11/11/100-years-for-kids/,11-11-2019,0.057,0.702,0.24,0.9854,positive
1329,1329,United Insurance inaugurates new HQ,https://www.capitalethiopia.com/2019/11/11/united-insurance-inaugurates-new-hq/,11-11-2019,0.062,0.748,0.19,0.9896,positive
1330,1330,Rail needs money to get to fuel depot,https://www.capitalethiopia.com/2019/11/11/rail-needs-money-to-get-to-fuel-depot/,11-11-2019,0.014,0.892,0.093,0.9823,positive
1331,1331,TECNO launches Phantom 9 in Addis,https://www.capitalethiopia.com/2019/11/11/tecno-launches-phantom-9-in-addis/,11-11-2019,0.014,0.939,0.046,0.296,positive
1332,1332,Fertilizer to be transported by train,https://www.capitalethiopia.com/2019/11/04/fertilizer-to-be-transported-by-train/,11-04-2019,0.023,0.944,0.033,0.3612,positive
1333,1333,Railway waits on Djibouti’s payment,https://www.capitalethiopia.com/2019/11/04/railway-waits-on-djiboutis-payment/,11-04-2019,0.033,0.842,0.125,0.9729,positive
1334,1334,Job program looks to improve startup environment,https://www.capitalethiopia.com/2019/11/04/job-program-looks-to-improve-startup-environment/,11-04-2019,0.011,0.762,0.227,0.999,positive
1335,1335,African Development Bank shareholders approve $115 billion capital increase,https://www.capitalethiopia.com/2019/11/04/african-development-bank-shareholders-approve-115-billion-capital-increase/,11-04-2019,0.007,0.704,0.289,0.9982,positive
1336,1336,Arrests take place after recent unrest,https://www.capitalethiopia.com/2019/11/04/arrests-take-place-after-recent-unrest/,11-04-2019,0.16,0.628,0.212,0.8271,positive
1337,1337,"Conference focuses on health, science",https://www.capitalethiopia.com/2019/11/04/conference-focuses-on-health-science/,11-04-2019,0.007,0.625,0.369,0.9987,positive
1338,1338,Logistics professionals gather to improve sector,https://www.capitalethiopia.com/2019/11/04/logistics-professionals-gather-to-improve-sector/,11-04-2019,0.032,0.873,0.095,0.8957,positive
1339,1339,Alliance formed to address clean cooking,https://www.capitalethiopia.com/2019/11/04/alliance-formed-to-address-clean-cooking/,11-04-2019,0.029,0.735,0.235,0.9952,positive
1340,1340,Creative youth shine at African Innovation Week,https://www.capitalethiopia.com/2019/11/04/creative-youth-shine-at-african-innovation-week/,11-04-2019,0.012,0.706,0.281,0.9947,positive
1341,1341,Economic growth modest throughout Africa: IMF,https://www.capitalethiopia.com/2019/11/04/economic-growth-modest-throughout-africa-imf/,11-04-2019,0.081,0.679,0.24,0.9937,positive
1342,1342,Customs cracks down contraband cars,https://www.capitalethiopia.com/2019/10/28/customs-cracks-down-contraband-cars/,10-28-2019,0.108,0.858,0.034,-0.9468,negative
1343,1343,Public enterprises evaluated for privatization,https://www.capitalethiopia.com/2019/10/28/public-enterprises-evaluated-for-privatization/,10-28-2019,0.029,0.889,0.082,0.8957,positive
1344,1344,PM emphasizes untiy in speech to parliament,https://www.capitalethiopia.com/2019/10/28/pm-emphasizes-untiy-in-speech-to-parliament/,10-28-2019,0.143,0.666,0.191,0.9349,positive
1345,1345,Ethiopia says hello to two telecoms,https://www.capitalethiopia.com/2019/10/28/ethiopia-says-hello-to-two-telecoms/,10-28-2019,0.0,0.927,0.073,0.9371,positive
1346,1346,The EU Delegation,https://www.capitalethiopia.com/2019/10/28/the-eu-delegation/,10-28-2019,0.0,0.843,0.157,0.8126,positive
1347,1347,Cup of Excellence,https://www.capitalethiopia.com/2019/10/28/cup-of-excellence/,10-28-2019,0.0,0.706,0.294,0.9847,positive
1348,1348,Kenyan firm to drill Tulu Moye Geothermal project,https://www.capitalethiopia.com/2019/10/28/kenyan-firm-to-drill-tulu-moye-geothermal-project/,10-28-2019,0.0,0.872,0.128,0.9798,positive
1349,1349,AU program will standardize documentation of people,https://www.capitalethiopia.com/2019/10/28/au-program-will-standardize-documentation-of-people/,10-28-2019,0.012,0.772,0.215,0.9979,positive
1350,1350,Sugar scarcity continues,https://www.capitalethiopia.com/2019/10/28/sugar-scarcity-continues/,10-28-2019,0.072,0.888,0.04,-0.7717,negative
1351,1351,"Health Ministry, partners renew commitment to end polio",https://www.capitalethiopia.com/2019/10/26/health-ministry-partners-renew-commitment-to-end-polio/,10-26-2019,0.045,0.768,0.187,0.9961,positive
1352,1352,Prime Minister Abiy Ahmed’s new book ‘Medemer’ (synergy),https://www.capitalethiopia.com/2019/10/21/prime-minister-abiy-ahmeds-new-book-medemer-synergy/,10-21-2019,0.0,0.861,0.139,0.9217,positive
1353,1353,Exhibitors take off during book launch,https://www.capitalethiopia.com/2019/10/21/exhibitors-take-off-during-book-launch/,10-21-2019,0.14,0.831,0.029,-0.9761,negative
1354,1354,RE-DO,https://www.capitalethiopia.com/2019/10/21/re-do/,10-21-2019,0.019,0.86,0.121,0.9694,positive
1355,1355,Africa must work to document its people conference stresses,https://www.capitalethiopia.com/2019/10/21/africa-must-work-to-document-its-people-conference-stresses/,10-21-2019,0.055,0.724,0.221,0.9987,positive
1356,1356,Media council conducts first general assembly,https://www.capitalethiopia.com/2019/10/21/media-council-conducts-first-general-assembly/,10-21-2019,0.014,0.828,0.158,0.9538,positive
1357,1357,Living Water,https://www.capitalethiopia.com/2019/10/21/living-water/,10-21-2019,0.036,0.787,0.176,0.9451,positive
1358,1358,Tackling inequality could save millions of children,https://www.capitalethiopia.com/2019/10/21/tackling-inequality-could-save-millions-of-children/,10-21-2019,0.134,0.799,0.066,-0.9871,negative
1359,1359,Ethiopia soon hopes for vital stats of all under 18,https://www.capitalethiopia.com/2019/10/21/ethiopia-soon-hopes-for-vital-stats-of-all-under-18/,10-21-2019,0.03,0.803,0.167,0.9923,positive
1360,1360,Nokia eyes upgrading 4G networks across the country,https://www.capitalethiopia.com/2019/10/21/nokia-eyes-upgrading-4g-networks-across-the-country/,10-21-2019,0.005,0.807,0.188,0.9931,positive
1361,1361,Agricultural industry leaders join forces to introduce closed transfer system technology...,https://www.capitalethiopia.com/2019/10/21/agricultural-industry-leaders-join-forces-to-introduce-closed-transfer-system-technology-for-farmers/,10-21-2019,0.028,0.764,0.208,0.9949,positive
1362,1362,Violence puts free election in doubt advocates say,https://www.capitalethiopia.com/2019/10/21/violence-puts-free-election-in-doubt-advocates-say/,10-21-2019,0.125,0.607,0.267,0.9879,positive
1363,1363,Unity Park,https://www.capitalethiopia.com/2019/10/14/unity-park/,10-14-2019,0.0,1.0,0.0,0.0,neutral
1364,1364,Peaceful Pride,https://www.capitalethiopia.com/2019/10/14/peaceful-pride/,10-14-2019,0.093,0.571,0.336,0.9993,positive
1365,1365,Vodacom comes calling,https://www.capitalethiopia.com/2019/10/14/vodacom-comes-calling/,10-14-2019,0.0,0.87,0.13,0.9837,positive
1366,1366,President stresses reform in speech to lawmakers,https://www.capitalethiopia.com/2019/10/14/president-stresses-reform-in-speech-to-lawmakers/,10-14-2019,0.04,0.696,0.264,0.9982,positive
1367,1367,Zamzam hits record share sale,https://www.capitalethiopia.com/2019/10/14/zamzam-hits-record-share-sale/,10-14-2019,0.021,0.755,0.224,0.9962,positive
1368,1368,Djibouti loses central Port figure,https://www.capitalethiopia.com/2019/10/14/djibouti-loses-central-port-figure/,10-14-2019,0.053,0.759,0.188,0.9805,positive
1369,1369,Coffee value increases 55% at ECX,https://www.capitalethiopia.com/2019/10/14/coffee-value-increases-55-at-ecx/,10-14-2019,0.054,0.783,0.163,0.9855,positive
1370,1370,Palace Park opens to public,https://www.capitalethiopia.com/2019/10/14/palace-park-opens-to-public/,10-14-2019,0.015,0.919,0.066,0.9709,positive
1371,1371,Medemer book comes out this week,https://www.capitalethiopia.com/2019/10/14/medemer-book-comes-out-this-week/,10-14-2019,0.0,0.833,0.167,0.9652,positive
1372,1372,Women Percolate,https://www.capitalethiopia.com/2019/10/14/women-percolate/,10-14-2019,0.0,0.702,0.298,0.9823,positive
1373,1373,Beautifying Sheger,https://www.capitalethiopia.com/2019/10/07/beautifying-sheger/,10-07-2019,0.0,0.769,0.231,0.7906,positive
1374,1374,US supports ongoing GERD talks,https://www.capitalethiopia.com/2019/10/07/us-supports-ongoing-gerd-talks/,10-07-2019,0.035,0.832,0.134,0.979,positive
1375,1375,New law fights overloading,https://www.capitalethiopia.com/2019/10/07/new-law-fights-overloading/,10-07-2019,0.116,0.783,0.101,-0.8625,negative
1376,1376,Warehouse problem delays trucks,https://www.capitalethiopia.com/2019/10/07/warehouse-problem-delays-trucks/,10-07-2019,0.113,0.829,0.058,-0.9442,negative
1377,1377,Plastic bag ban imminent,https://www.capitalethiopia.com/2019/10/07/plastic-bag-ban-imminent/,10-07-2019,0.105,0.813,0.082,-0.8716,negative
1378,1378,"Over 80,000 women die from cervical cancer in Africa",https://www.capitalethiopia.com/2019/10/07/over-80000-women-die-from-cervical-cancer-in-africa/,10-07-2019,0.188,0.727,0.085,-0.9905,negative
1379,1379,PM launches Chinese funded beautifying Sheger project,https://www.capitalethiopia.com/2019/10/07/pm-launches-chinese-funded-beautifying-sheger-project/,10-07-2019,0.012,0.886,0.102,0.979,positive
